Date,Adj Close
2018-01-02,23.861907958984375
2018-01-03,23.94682502746582
2018-01-04,24.159120559692383
2018-01-05,24.37141227722168
2018-01-08,24.20157241821289
2018-01-09,24.116661071777344
2018-01-10,24.328948974609375
2018-01-11,25.178133010864258
2018-01-12,25.178133010864258
2018-01-16,25.178133010864258
2018-01-17,25.30550765991211
2018-01-18,25.05075454711914
2018-01-19,25.263050079345703
2018-01-22,25.13567543029785
2018-01-23,24.965837478637695
2018-01-24,24.66862678527832
2018-01-25,24.83846092224121
2018-01-26,24.880924224853516
2018-01-29,24.37141227722168
2018-01-30,24.20157241821289
2018-01-31,24.133115768432617
2018-02-01,24.090328216552734
2018-02-02,23.790800094604492
2018-02-05,22.97780990600586
2018-02-06,22.97780990600586
2018-02-07,22.89222526550293
2018-02-08,22.84943962097168
2018-02-09,23.106172561645508
2018-02-12,22.97780990600586
2018-02-13,22.76386070251465
2018-02-14,23.191755294799805
2018-02-15,22.80664825439453
2018-02-16,23.106172561645508
2018-02-20,22.67827796936035
2018-02-21,22.89222526550293
2018-02-22,23.106172561645508
2018-02-23,23.02059555053711
2018-02-26,23.191755294799805
2018-02-27,23.448484420776367
2018-02-28,22.721071243286133
2018-03-01,22.59269905090332
2018-03-02,23.106172561645508
2018-03-05,23.448484420776367
2018-03-06,23.362905502319336
2018-03-07,23.405702590942383
2018-03-08,23.148958206176758
2018-03-09,23.448484420776367
2018-03-12,23.53406524658203
2018-03-13,23.619644165039062
2018-03-14,23.87637710571289
2018-03-15,24.689374923706055
2018-03-16,24.9033203125
2018-03-19,24.561004638671875
2018-03-20,24.090328216552734
2018-03-21,24.218687057495117
2018-03-22,23.405702590942383
2018-03-23,23.277332305908203
2018-03-26,24.1759033203125
2018-03-27,24.004741668701172
2018-03-28,23.83359146118164
2018-03-29,23.53406524658203
2018-04-02,23.405702590942383
2018-04-03,23.405702590942383
2018-04-04,23.191755294799805
2018-04-05,23.491273880004883
2018-04-06,23.619644165039062
2018-04-09,23.362905502319336
2018-04-10,23.405702590942383
2018-04-11,23.961957931518555
2018-04-12,23.662431716918945
2018-04-13,23.961957931518555
