Date,Adj Close
2018-01-02,10.696541786193848
2018-01-03,10.77003002166748
2018-01-04,10.74553394317627
2018-01-05,10.827186584472656
2018-01-08,10.876177787780762
2018-01-09,10.704707145690918
2018-01-10,10.6638822555542
2018-01-11,10.712872505187988
2018-01-12,10.606725692749023
2018-01-16,10.557733535766602
2018-01-17,10.73736572265625
2018-01-18,10.6638822555542
2018-01-19,10.75369930267334
2018-01-22,10.721037864685059
2018-01-23,10.810855865478516
2018-01-24,10.655716896057129
2018-01-25,10.704707145690918
2018-01-26,10.5903959274292
2018-01-29,10.525071144104004
2018-01-30,10.680211067199707
2018-01-31,10.75369930267334
2018-02-01,10.729203224182129
2018-02-02,10.386260986328125
2018-02-05,9.953499794006348
2018-02-06,10.035152435302734
2018-02-07,10.043318748474121
2018-02-08,9.822855949401855
2018-02-09,9.961666107177734
2018-02-12,10.002490997314453
2018-02-13,10.116806983947754
2018-02-14,10.206622123718262
2018-02-15,10.361763954162598
2018-02-16,10.484244346618652
2018-02-20,10.231120109558105
2018-02-21,10.329102516174316
2018-02-22,10.565896987915039
2018-02-23,10.761862754821777
2018-02-26,10.819019317626953
2018-02-27,10.94688606262207
2018-02-28,10.790148735046387
2018-03-01,10.8561429977417
2018-03-02,10.971635818481445
2018-03-05,11.128372192382812
2018-03-06,11.128372192382812
2018-03-07,11.120123863220215
2018-03-08,11.186119079589844
2018-03-09,11.177868843078613
2018-03-12,11.25211238861084
2018-03-13,11.22736644744873
2018-03-14,10.394181251525879
2018-03-15,10.484923362731934
2018-03-16,10.559168815612793
2018-03-19,10.509672164916992
2018-03-20,10.460176467895508
2018-03-21,10.29518985748291
2018-03-22,10.336434364318848
2018-03-23,10.121953010559082
2018-03-26,10.262191772460938
2018-03-27,10.29518985748291
2018-03-28,10.352933883666992
2018-03-29,10.28693962097168
2018-04-02,10.113702774047852
2018-04-03,10.336434364318848
2018-04-04,10.765402793884277
2018-04-05,10.641661643981934
2018-04-06,10.47667407989502
2018-04-09,10.559168815612793
2018-04-10,10.550918579101562
2018-04-11,10.493172645568848
2018-04-12,10.328187942504883
2018-04-13,10.336434364318848
2018-04-16,10.460176467895508
2018-04-17,10.63341236114502
2018-04-18,10.757153511047363
2018-04-19,10.847892761230469
2018-04-20,10.641661643981934
2018-04-23,10.56741714477539
2018-04-24,10.625162124633789
2018-04-25,10.68290901184082
2018-04-26,10.74890422821045
2018-04-27,10.814896583557129
2018-04-30,10.757153511047363
2018-05-01,10.913887977600098
2018-05-02,10.790148735046387
2018-05-03,10.781899452209473
2018-05-04,10.625162124633789
2018-05-07,10.732405662536621
2018-05-08,10.806647300720215
2018-05-09,10.847892761230469
2018-05-10,10.847892761230469
2018-05-11,10.82314682006836
2018-05-14,10.649909973144531
2018-05-15,10.68290901184082
2018-05-16,10.740654945373535
2018-05-17,10.781899452209473
2018-05-18,10.847892761230469
2018-05-21,10.8561429977417
2018-05-22,10.790148735046387
2018-05-23,10.699407577514648
2018-05-24,10.74890422821045
2018-05-25,10.691156387329102
2018-05-29,10.707656860351562
2018-05-30,10.770177841186523
2018-05-31,10.586783409118652
2018-06-01,10.678478240966797
2018-06-04,10.828529357910156
2018-06-05,10.836864471435547
2018-06-06,10.770177841186523
2018-06-07,10.786847114562988
2018-06-08,10.745168685913086
2018-06-11,10.645134925842285
2018-06-12,10.770177841186523
2018-06-13,10.261676788330078
2018-06-14,10.411725044250488
2018-06-15,10.403388977050781
2018-06-18,10.611790657043457
2018-06-19,10.703489303588867
2018-06-20,10.753504753112793
2018-06-21,10.453408241271973
2018-06-22,10.461743354797363
2018-06-25,10.536766052246094
2018-06-26,10.720157623291016
2018-06-27,10.603456497192383
2018-06-28,10.553438186645508
2018-06-29,10.611790657043457
2018-07-02,10.553438186645508
2018-07-03,10.703489303588867
2018-07-05,10.828529357910156
2018-07-06,10.786847114562988
2018-07-09,10.653470039367676
2018-07-10,10.728494644165039
2018-07-11,10.695151329040527
2018-07-12,10.695151329040527
2018-07-13,10.703489303588867
2018-07-16,10.720157623291016
2018-07-17,10.736830711364746
2018-07-18,10.653470039367676
2018-07-19,10.711822509765625
2018-07-20,10.59511947631836
2018-07-23,10.511758804321289
2018-07-24,10.486748695373535
2018-07-25,10.453408241271973
2018-07-26,10.420061111450195
2018-07-27,10.311692237854004
2018-07-30,10.320030212402344
2018-07-31,10.353373527526855
2018-08-01,10.353373527526855
2018-08-02,10.303357124328613
2018-08-03,10.428398132324219
2018-08-06,10.403388977050781
2018-08-07,10.303357124328613
2018-08-08,10.178317070007324
2018-08-09,10.094956398010254
2018-08-10,10.12829875946045
2018-08-13,10.028265953063965
2018-08-14,10.08662223815918
2018-08-15,10.044938087463379
2018-08-16,10.153307914733887
2018-08-17,10.194988250732422
2018-08-20,10.194988250732422
2018-08-21,10.2866849899292
2018-08-22,10.345037460327148
2018-08-23,10.261676788330078
2018-08-24,10.186653137207031
2018-08-27,10.261676788330078
2018-08-28,10.32836627960205
2018-08-29,10.383146286010742
2018-08-30,10.492709159851074
2018-08-31,10.568560600280762
2018-09-04,10.366291046142578
2018-09-05,10.45899772644043
2018-09-06,10.425285339355469
2018-09-07,10.298868179321289
2018-09-10,10.138736724853516
2018-09-11,10.113454818725586
2018-09-12,10.079742431640625
2018-09-13,10.189306259155273
2018-09-14,10.096599578857422
2018-09-17,9.970178604125977
2018-09-18,9.970178604125977
2018-09-19,9.919614791870117
2018-09-20,10.012320518493652
2018-09-21,9.944896697998047
2018-09-24,9.784768104553223
2018-09-25,9.734199523925781
2018-09-26,9.683631896972656
2018-09-27,9.708916664123535
2018-09-28,9.633065223693848
2018-10-01,9.49821949005127
2018-10-02,9.371800422668457
2018-10-03,9.321235656738281
2018-10-04,9.262238502502441
2018-10-05,9.127392768859863
2018-10-08,9.18638801574707
2018-10-09,9.051541328430176
2018-10-10,8.731281280517578
2018-10-11,8.453161239624023
2018-10-12,8.208752632141113
2018-10-15,8.217181205749512
2018-10-16,8.419451713562012
2018-10-17,8.2930326461792
2018-10-18,8.10761833190918
2018-10-19,8.040196418762207
2018-10-22,7.778931617736816
2018-10-23,7.770504951477051
2018-10-24,7.70308256149292
2018-10-25,7.821070671081543
2018-10-26,7.576663017272949
2018-10-29,7.568234443664551
2018-10-30,7.627229690551758
2018-10-31,7.45867395401001
2018-11-01,7.686224937438965
2018-11-02,8.149758338928223
2018-11-05,8.385740280151367
2018-11-06,8.200326919555664
2018-11-07,7.719935417175293
2018-11-08,7.922205448150635
2018-11-09,7.821070671081543
2018-11-12,7.669370174407959
2018-11-13,7.686224937438965
2018-11-14,7.660943508148193
2018-11-15,7.677796363830566
2018-11-16,7.70308256149292
2018-11-19,7.660943508148193
2018-11-20,7.399677276611328
2018-11-21,7.222691535949707
2018-11-23,7.306970596313477
2018-11-26,7.104701519012451
2018-11-27,7.045706748962402
2018-11-28,7.104701519012451
2018-11-29,7.254590034484863
2018-11-30,7.100418567657471
2018-12-03,7.0318989753723145
2018-12-04,6.78351354598999
2018-12-06,7.066158771514893
2018-12-07,6.911988258361816
2018-12-10,6.81777286529541
2018-12-11,6.740687847137451
2018-12-12,6.706428527832031
2018-12-13,6.6379075050354
2018-12-14,6.749252796173096
2018-12-17,6.4923014640808105
2018-12-18,6.466606616973877
2018-12-19,6.398085594177246
2018-12-20,6.329564571380615
2018-12-21,6.055484771728516
2018-12-24,6.029789447784424
2018-12-26,6.081178665161133
2018-12-27,6.004093647003174
2018-12-28,6.098309516906738
2018-12-31,6.081178665161133
2019-01-02,6.115438938140869
2019-01-03,6.261044502258301
2019-01-04,6.543691635131836
2019-01-07,6.8948588371276855
2019-01-08,6.8948588371276855
2019-01-09,6.852032661437988
2019-01-10,6.877727508544922
2019-01-11,6.9548139572143555
2019-01-14,7.074724197387695
2019-01-15,7.006204605102539
2019-01-16,7.254590034484863
2019-01-17,7.271719455718994
2019-01-18,7.254590034484863
2019-01-22,7.246025562286377
2019-01-23,7.177504062652588
2019-01-24,7.408761024475098
2019-01-25,7.580061435699463
2019-01-28,7.614322662353516
2019-01-29,7.622887134552002
2019-01-30,7.665712356567383
2019-01-31,7.871273994445801
2019-02-01,7.948355197906494
2019-02-04,8.016878128051758
2019-02-05,7.991182804107666
2019-02-06,8.128225326538086
2019-02-07,7.982618808746338
2019-02-08,7.871273994445801
2019-02-11,7.922662258148193
2019-02-12,7.965489864349365
2019-02-13,7.999748706817627
2019-02-14,8.00831413269043
2019-02-15,8.076835632324219
2019-02-19,8.41943645477295
2019-02-20,8.385174751281738
2019-02-21,8.368046760559082
2019-02-22,8.402305603027344
2019-02-25,8.49652099609375
2019-02-26,8.410871505737305
2019-02-27,8.380475997924805
2019-02-28,8.293630599975586
2019-03-01,8.302315711975098
2019-03-04,8.232840538024902
2019-03-05,8.189417839050293
2019-03-06,8.180733680725098
2019-03-07,8.206785202026367
2019-03-08,8.232840538024902
2019-03-11,8.59758472442627
2019-03-12,8.588902473449707
2019-03-13,8.606270790100098
