,Date,Adj Close,daily_return
0,2018-01-02,26.649999618530273,
1,2018-01-03,27.95000076293945,0.04878053144530847
2,2018-01-04,27.68000030517578,-0.009660123448786417
3,2018-01-05,27.420000076293945,-0.009393071749107529
4,2018-01-08,27.90999984741211,0.01787015936377756
5,2018-01-09,27.920000076293945,0.00035830272076342595
6,2018-01-10,28.440000534057607,0.018624658178463926
7,2018-01-11,29.739999771118164,0.04571023954460807
8,2018-01-12,30.0,0.008742442195118327
9,2018-01-16,29.76000022888184,-0.007999992370605336
10,2018-01-17,29.78000068664551,0.0006720583874277875
11,2018-01-18,29.57999992370605,-0.0067159421869706915
12,2018-01-19,30.3799991607666,0.027045275156319937
13,2018-01-22,30.459999084472656,0.0026333089504941842
14,2018-01-23,30.40999984741211,-0.001641472047385406
15,2018-01-24,30.190000534057607,-0.007234439804616577
16,2018-01-25,31.290000915527344,0.03643591792020073
17,2018-01-26,31.11000061035156,-0.00575264620994187
18,2018-01-29,30.25,-0.02764386349980985
19,2018-01-30,30.21999931335449,-0.0009917582362152233
20,2018-01-31,30.649999618530273,0.01422899784732179
21,2018-02-01,30.93000030517578,0.009135422190224896
22,2018-02-02,30.82999992370605,-0.003233119317266775
23,2018-02-05,29.36000061035156,-0.04768080820604115
24,2018-02-06,29.86000061035156,0.017029972398015403
25,2018-02-07,30.03000068664551,0.005693237535802975
26,2018-02-08,29.13999938964844,-0.029637072149414134
27,2018-02-09,29.399999618530273,0.008922451418245103
28,2018-02-12,29.68000030517578,0.009523833002672122
29,2018-02-13,29.670000076293945,-0.00033693493190745105
30,2018-02-14,29.81999969482422,0.005055598858933585
31,2018-02-15,30.0,0.006036227599526933
32,2018-02-16,30.770000457763672,0.025666681925455626
33,2018-02-20,30.03000068664551,-0.024049390968775564
34,2018-02-21,30.5,0.0156509924278323
35,2018-02-22,30.059999465942386,-0.014426247018282434
36,2018-02-23,30.59000015258789,0.017631427014694
37,2018-02-26,30.790000915527344,0.006538109249487389
38,2018-02-27,30.35000038146973,-0.014290370931289043
39,2018-02-28,29.34000015258789,-0.03327842557453464
40,2018-03-01,28.93000030517578,-0.013974091522830023
41,2018-03-02,29.940000534057607,0.03491186374792843
42,2018-03-05,30.35000038146973,0.013694049435494682
43,2018-03-06,30.79999923706055,0.014826980228493492
44,2018-03-07,31.07999992370605,0.009090931609783581
45,2018-03-08,30.770000457763672,-0.009974242815423251
46,2018-03-09,31.190000534057607,0.013649661034956573
47,2018-03-12,31.729999542236328,0.01731320932774838
48,2018-03-13,31.51000022888184,-0.006933479877982429
49,2018-03-14,31.56999969482422,0.0019041404476851653
50,2018-03-15,31.68000030517578,0.003484339924450408
51,2018-03-16,31.95000076293945,0.008522741640237808
52,2018-03-19,31.770000457763672,-0.005633812234038138
