Date,High,Low,Open,Close,Volume,Adj Close
2020-10-01,100.0,100.0,100.0,100.0,0,100.0
2020-10-02,100.0,100.0,100.0,100.0,0,100.0
2020-10-05,100.04000091552734,99.99500274658203,100.02999877929688,99.99500274658203,10725,99.99500274658203
2020-10-06,100.02999877929688,100.01000213623047,100.01000213623047,100.02999877929688,10080,100.02999877929688
2020-10-07,99.95999908447266,99.91999816894531,99.94999694824219,99.91999816894531,6350,99.91999816894531
2020-10-08,99.99500274658203,99.9717025756836,99.98999786376953,99.99500274658203,650,99.99500274658203
2020-10-09,99.9800033569336,99.94000244140625,99.97000122070312,99.94000244140625,1820,99.94000244140625
2020-10-12,99.97000122070312,99.94000244140625,99.95999908447266,99.94000244140625,5685,99.94000244140625
2020-10-13,99.98999786376953,99.96320343017578,99.97899627685547,99.96499633789062,3635,99.96499633789062
2020-10-14,100.0,99.9749984741211,100.0,99.9749984741211,3985,99.9749984741211
2020-10-15,100.0,99.94499969482422,100.0,99.94499969482422,3312,99.94499969482422
2020-10-16,99.95999908447266,99.92500305175781,99.94999694824219,99.92500305175781,2135,99.92500305175781
2020-10-19,99.91999816894531,99.88999938964844,99.91000366210938,99.88999938964844,126687,99.88999938964844
2020-10-20,99.84709930419922,99.84709930419922,99.84709930419922,99.84709930419922,29,99.84709930419922
2020-10-21,99.83999633789062,99.82430267333984,99.83999633789062,99.82430267333984,320,99.82430267333984
2020-10-22,99.77999877929688,99.75,99.77999877929688,99.75,5600,99.75
2020-10-23,99.80999755859375,99.79000091552734,99.80999755859375,99.79000091552734,4617,99.79000091552734
2020-10-26,99.88999938964844,99.86000061035156,99.88999938964844,99.86000061035156,3900,99.86000061035156
2020-10-27,99.93000030517578,99.91500091552734,99.93000030517578,99.91500091552734,710,99.91500091552734
2020-10-28,99.91000366210938,99.88500213623047,99.91000366210938,99.88500213623047,704,99.88500213623047
2020-10-29,99.81999969482422,99.7699966430664,99.81999969482422,99.7699966430664,830,99.7699966430664
2020-10-30,99.69989776611328,99.69989776611328,99.69989776611328,99.69989776611328,29,99.69989776611328
2020-11-02,99.70240020751953,99.70240020751953,99.70240020751953,99.70240020751953,1,99.70240020751953
2020-11-03,99.66500091552734,99.66500091552734,99.66500091552734,99.66500091552734,1,99.66500091552734
2020-11-04,99.9800033569336,99.95899963378906,99.95999908447266,99.97480010986328,2561,99.97480010986328
2020-11-05,99.99870300292969,99.99870300292969,99.99870300292969,99.99870300292969,1,99.99870300292969
2020-11-06,99.94000244140625,99.88999938964844,99.88999938964844,99.90480041503906,1001,99.90480041503906
2020-11-09,99.74629974365234,99.70099639892578,99.70999908447266,99.74629974365234,4126,99.74629974365234
2020-11-10,99.68900299072266,99.63999938964844,99.68900299072266,99.63999938964844,100,99.63999938964844
2020-11-11,99.66999816894531,99.6552963256836,99.66899871826172,99.6552963256836,1004,99.6552963256836
2020-11-12,99.79000091552734,99.77410125732422,99.78900146484375,99.77410125732422,4256,99.77410125732422
2020-11-13,99.77059936523438,99.77059936523438,99.77059936523438,99.77059936523438,1,99.77059936523438
2020-11-16,99.80000305175781,99.7699966430664,99.79900360107422,99.7699966430664,876,99.7699966430664
2020-11-17,99.8499984741211,99.8499984741211,99.8499984741211,99.8499984741211,1,99.8499984741211
2020-11-18,99.8499984741211,99.8499984741211,99.8499984741211,99.8499984741211,1,99.8499984741211
2020-11-19,99.88999938964844,99.88999938964844,99.88999938964844,99.88999938964844,1,99.88999938964844
2020-11-20,99.94000244140625,99.91000366210938,99.91000366210938,99.91500091552734,4981,99.91500091552734
2020-11-23,99.9000015258789,99.88500213623047,99.89900207519531,99.88500213623047,553,99.88500213623047
2020-11-24,99.88500213623047,99.88500213623047,99.88500213623047,99.88500213623047,1,99.88500213623047
2020-11-25,99.95999908447266,99.91000366210938,99.95999908447266,99.91000366210938,701,99.91000366210938
2020-11-27,99.98999786376953,99.98999786376953,99.98999786376953,99.98999786376953,1,99.98999786376953
2020-11-30,100.06999969482422,100.04499816894531,100.06999969482422,100.04499816894531,2066,100.04499816894531
2020-12-01,99.91899871826172,99.87999725341797,99.87999725341797,99.90059661865234,1100,99.90059661865234
2020-12-02,99.875,99.875,99.875,99.875,1,99.875
2020-12-03,99.9749984741211,99.9749984741211,99.9749984741211,99.9749984741211,1,99.9749984741211
2020-12-04,99.86080169677734,99.86080169677734,99.86080169677734,99.86080169677734,1,99.86080169677734
2020-12-07,99.9800033569336,99.95500183105469,99.9800033569336,99.95500183105469,1800,99.95500183105469
2020-12-08,100.00900268554688,99.97000122070312,100.00900268554688,99.97000122070312,1303,99.97000122070312
2020-12-09,99.86000061035156,99.84500122070312,99.86000061035156,99.8550033569336,1650,99.8550033569336
2020-12-10,99.94999694824219,99.9031982421875,99.91000366210938,99.93000030517578,3907,99.93000030517578
2020-12-11,100.01609802246094,100.01609802246094,100.01609802246094,100.01609802246094,33,100.01609802246094
2020-12-14,100.0199966430664,99.99500274658203,100.01899719238281,99.99500274658203,425,99.99500274658203
2020-12-15,100.01000213623047,100.00499725341797,100.01000213623047,100.00499725341797,1351,100.00499725341797
2020-12-16,100.00499725341797,100.00499725341797,100.00499725341797,100.00499725341797,39,100.00499725341797
2020-12-17,100.08999633789062,99.99500274658203,100.08999633789062,99.99500274658203,1218,99.99500274658203
2020-12-18,100.0000991821289,99.98500061035156,100.0000991821289,99.98500061035156,1000,99.98500061035156
2020-12-21,99.98999786376953,99.96009826660156,99.98899841308594,99.96009826660156,2345,99.96009826660156
