,Date,High,Low,Open,Close,Volume,Adj Close,daily_return
0,2020-01-02,75.1500015258789,73.79750061035156,74.05999755859375,75.0875015258789,135480400.0,73.98847198486328,
1,2020-01-03,75.1449966430664,74.125,74.2874984741211,74.35749816894531,146322800.0,73.26915740966797,-0.00972198176146244
2,2020-01-06,74.98999786376953,73.1875,73.44750213623047,74.94999694824219,118387200.0,73.85297393798828,0.007968107577053685
3,2020-01-07,75.2249984741211,74.37000274658203,74.95999908447266,74.59750366210938,108872000.0,73.50565338134766,-0.004702864869494006
4,2020-01-08,76.11000061035156,74.29000091552734,74.29000091552734,75.79750061035156,132079200.0,74.68807220458984,0.016086093638373544
5,2020-01-09,77.60749816894531,76.55000305175781,76.80999755859375,77.40750122070312,170108400.0,76.2745132446289,0.021240888848936823
6,2020-01-10,78.1675033569336,77.0625,77.6500015258789,77.5824966430664,140644800.0,76.44695281982422,0.0022607758196011574
7,2020-01-13,79.26750183105469,77.7874984741211,77.91000366210938,79.23999786376953,121532000.0,78.08018493652344,0.021364253988625848
8,2020-01-14,79.39250183105469,78.0425033569336,79.17500305175781,78.16999816894531,161954400.0,77.0258560180664,-0.013503156009609385
9,2020-01-15,78.875,77.38749694824219,77.9625015258789,77.83499908447266,121923600.0,76.69574737548828,-0.004285686127275201
10,2020-01-16,78.92500305175781,78.02249908447266,78.39749908447266,78.80999755859375,108829200.0,77.65648651123047,0.012526628510947102
11,2020-01-17,79.68499755859375,78.75,79.06749725341797,79.68250274658203,137816400.0,78.5162124633789,0.011070883975984547
12,2020-01-21,79.75499725341797,79.0,79.29750061035156,79.14250183105469,110843200.0,77.98411560058594,-0.00677690436279188
13,2020-01-22,79.99749755859375,79.32749938964844,79.6449966430664,79.42500305175781,101832400.0,78.26248931884766,0.003569620763380632
14,2020-01-23,79.88999938964844,78.9124984741211,79.4800033569336,79.80750274658203,104472000.0,78.63939666748047,0.004815938668871977
15,2020-01-24,80.8324966430664,79.37999725341797,80.0625,79.57749938964844,146537600.0,78.41275024414062,-0.0028820976882388827
16,2020-01-27,77.94249725341797,76.22000122070312,77.51499938964844,77.23750305175781,161940000.0,76.10700225830078,-0.029405268641398585
17,2020-01-28,79.5999984741211,78.04750061035156,78.1500015258789,79.42250061035156,162234000.0,78.26002502441406,0.02828941755984693
18,2020-01-29,81.9625015258789,80.34500122070312,81.11250305175781,81.08499908447266,216229200.0,79.89818572998047,0.020932279347666505
19,2020-01-30,81.02249908447266,79.6875,80.13500213623047,80.96749877929688,126743200.0,79.78240203857422,-0.0014491404322689583
20,2020-01-31,80.66999816894531,77.07250213623047,80.23249816894531,77.37750244140625,199588400.0,76.2449722290039,-0.04433847213399256
21,2020-02-03,78.37249755859375,75.55500030517578,76.07499694824219,77.16500091552734,173788400.0,76.03556823730469,-0.0027464629545705943
22,2020-02-04,79.91000366210938,78.40750122070312,78.82749938964844,79.7125015258789,136616400.0,78.54578399658203,0.03301370421067995
23,2020-02-05,81.19000244140625,79.73750305175781,80.87999725341797,80.36250305175781,118826800.0,79.18626403808594,0.008154225585574215
24,2020-02-06,81.30500030517578,80.06500244140625,80.64250183105469,81.30249786376953,105425600.0,80.11251068115234,0.011697062038700468
25,2020-02-07,80.8499984741211,79.5,80.59249877929688,80.00749969482422,117684000.0,79.02355194091797,-0.013592867468208869
26,2020-02-10,80.38749694824219,78.4625015258789,78.54499816894531,80.38749694824219,109348800.0,79.39888763427734,0.004749668727115575
27,2020-02-11,80.9749984741211,79.67749786376953,80.9000015258789,79.90249633789062,94323200.0,78.91984558105469,-0.006033359754725964
28,2020-02-12,81.80500030517578,80.36750030517578,80.36750030517578,81.80000305175781,113730400.0,80.79402160644531,0.023747842023661203
29,2020-02-13,81.55500030517578,80.8375015258789,81.04750061035156,81.21749877929688,94747600.0,80.21868133544922,-0.007121074796828775
30,2020-02-14,81.49500274658203,80.7125015258789,81.18499755859375,81.23750305175781,80113600.0,80.23844146728516,0.00024632830541437833
31,2020-02-18,79.9375,78.65249633789062,78.83999633789062,79.75,152531200.0,78.76922607421875,-0.018310617282682795
32,2020-02-19,81.14250183105469,80.0,80.0,80.90499877929688,93984000.0,79.91001892089844,0.014482722549600702
33,2020-02-20,81.1624984741211,79.55249786376953,80.65750122070312,80.07499694824219,100566000.0,79.09022521972656,-0.010258960168478715
34,2020-02-21,80.11250305175781,77.625,79.65499877929688,78.26249694824219,129554000.0,77.3000259399414,-0.022634899253500262
35,2020-02-24,76.04499816894531,72.30750274658203,74.31500244140625,74.54499816894531,222195200.0,73.62823486328125,-0.04750051545277578
36,2020-02-25,75.63249969482422,71.53250122070312,75.23750305175781,72.0199966430664,230673600.0,71.13428497314453,-0.03387219447495493
37,2020-02-26,74.47000122070312,71.625,71.63249969482422,73.1624984741211,198054800.0,72.26274108886719,0.015863744411695135
38,2020-02-27,71.5,68.23999786376953,70.27500152587889,68.37999725341797,320605600.0,67.53905487060547,-0.06536821254057645
39,2020-02-28,69.60250091552734,64.09249877929689,64.31500244140625,68.33999633789061,426510000.0,67.49954986572266,-0.0005849209018174983
40,2020-03-02,75.36000061035156,69.43000030517578,70.56999969482422,74.70249938964844,341397200.0,73.78379821777344,0.09310059644178481
41,2020-03-03,76.0,71.44999694824219,75.9175033569336,72.33000183105469,319475600.0,71.44048309326172,-0.031759209760324425
42,2020-03-04,75.8499984741211,73.28250122070312,74.11000061035156,75.68499755859375,219178400.0,74.75421905517578,0.046384568222868294
43,2020-03-05,74.88749694824219,72.85250091552734,73.87999725341797,73.2300033569336,187572800.0,72.32941436767578,-0.032437027878122304
44,2020-03-06,72.70500183105469,70.30750274658203,70.5,72.25749969482422,226176800.0,71.3688735961914,-0.013280085009421017
45,2020-03-09,69.52249908447266,65.75,65.9375,66.54250335693361,286744800.0,65.72415924072266,-0.07909210375669962
