,Date,High,Low,Open,Close,Volume,Adj Close,daily_return
0,2020-01-02,209.7899932861328,206.2700042724609,206.75,209.77999877929688,12077100,209.77999877929688,
1,2020-01-03,210.3999938964844,206.9499969482422,207.2100067138672,208.6699981689453,11188400,208.6699981689453,-0.005291260448139101
2,2020-01-06,212.77999877929688,206.5200042724609,206.6999969482422,212.6000061035156,17058900,212.6000061035156,0.018833603148778577
3,2020-01-07,214.5800018310547,211.75,212.82000732421875,213.05999755859372,14912400,213.05999755859372,0.0021636474217887613
4,2020-01-08,216.2400054931641,212.6100006103516,213.0,215.22000122070312,13475000,215.22000122070312,0.010138006603118255
5,2020-01-09,218.3800048828125,216.27999877929688,217.5399932861328,218.3000030517578,12642800,218.3000030517578,0.01431094607185801
6,2020-01-10,219.8800048828125,217.4199981689453,219.1999969482422,218.05999755859372,12119400,218.05999755859372,-0.0010994296372373036
7,2020-01-13,221.97000122070312,219.2100067138672,219.6000061035156,221.91000366210938,14463400,221.91000366210938,0.01765571928194265
8,2020-01-14,222.3800048828125,218.6300048828125,221.6100006103516,219.05999755859372,13288900,219.05999755859372,-0.012843071770009984
9,2020-01-15,221.67999267578125,220.13999938964844,220.6100006103516,221.1499938964844,10036500,221.1499938964844,0.009540748476141392
10,2020-01-16,222.6300048828125,220.38999938964844,222.57000732421875,221.7700042724609,10015300,221.7700042724609,0.0028035740135119447
11,2020-01-17,222.2899932861328,220.52999877929688,222.02999877929688,222.13999938964844,15905900,222.13999938964844,0.001668373134596557
12,2020-01-21,222.3699951171875,219.1199951171875,222.16000366210938,221.44000244140625,14275800,221.44000244140625,-0.003151152202059526
13,2020-01-22,222.75,221.27999877929688,222.30999755859372,221.32000732421875,12212800,221.32000732421875,-0.0005418854582033283
14,2020-01-23,221.4900054931641,219.2700042724609,220.75,219.75999450683597,11195000,219.75999450683597,-0.007048675066676058
15,2020-01-24,221.77999877929688,216.1100006103516,220.8000030517578,217.94000244140625,11905800,217.94000244140625,-0.008281726023491975
16,2020-01-27,216.05999755859372,212.5,213.1000061035156,214.8699951171875,13810700,214.8699951171875,-0.014086479259557416
17,2020-01-28,218.7400054931641,213.5200042724609,216.13999938964844,217.7899932861328,13413800,217.7899932861328,0.013589604110861409
18,2020-01-29,224.1999969482422,218.4499969482422,221.44000244140625,223.22999572753903,33181300,223.22999572753903,0.02497820197945977
19,2020-01-30,211.42999267578125,204.75,206.52999877929688,209.52999877929688,48775500,209.52999877929688,-0.06137166693746454
20,2020-01-31,208.69000244140625,201.05999755859372,208.42999267578125,201.91000366210938,31359900,201.91000366210938,-0.036367084243692616
21,2020-02-03,205.13999938964844,202.5,203.44000244140625,204.19000244140625,15495600,204.19000244140625,0.011292153622622925
22,2020-02-04,210.6000061035156,205.1999969482422,206.6199951171875,209.8300018310547,19628900,209.8300018310547,0.02762132975274767
23,2020-02-05,212.72999572753903,208.7100067138672,212.50999450683597,210.1100006103516,12538200,210.1100006103516,0.0013344077436663326
24,2020-02-06,211.19000244140625,209.33999633789062,210.47000122070312,210.8500061035156,10567500,210.8500061035156,0.0035219908191630456
25,2020-02-07,212.82000732421875,209.92999267578125,210.3000030517578,212.3300018310547,12242500,212.3300018310547,0.007019187501528856
26,2020-02-10,213.8000030517578,210.66000366210938,211.5200042724609,213.05999755859372,11856400,213.05999755859372,0.0034380244018452633
27,2020-02-11,210.8600006103516,206.50999450683597,210.19000244140625,207.19000244140625,25030800,207.19000244140625,-0.02755090202032484
28,2020-02-12,211.22000122070312,207.3999938964844,207.8500061035156,210.75999450683597,13813700,210.75999450683597,0.017230522821386263
29,2020-02-13,214.3300018310547,209.17999267578125,209.5200042724609,213.13999938964844,15396600,213.13999938964844,0.011292488825412672
30,2020-02-14,214.92999267578125,212.6499938964844,214.0,214.17999267578125,10741700,214.17999267578125,0.004879390490339475
31,2020-02-18,217.97999572753903,213.3999938964844,213.5500030517578,217.8000030517578,15609200,217.8000030517578,0.01690172051437333
32,2020-02-19,218.32000732421875,216.1100006103516,217.9900054931641,217.4900054931641,12135100,217.4900054931641,-0.0014233129212585238
33,2020-02-20,218.7700042724609,212.9499969482422,216.5200042724609,214.5800018310547,13109200,214.5800018310547,-0.013379942013937107
34,2020-02-21,214.2400054931641,208.8300018310547,213.47999572753903,210.17999267578125,14092300,210.17999267578125,-0.020505215386929176
35,2020-02-24,203.6499938964844,198.1699981689453,201.8000030517578,200.72000122070312,23080100,200.72000122070312,-0.045009000783775344
36,2020-02-25,203.5,195.9499969482422,202.25,196.7700042724609,21433500,196.7700042724609,-0.01967913971811397
37,2020-02-26,201.2100067138672,195.4900054931641,197.19000244140625,197.1999969482422,16524500,197.1999969482422,0.002185255203765113
